sample_code,site,year,all_alpha,all_beta,all_gamma,bact_alpha,bact_beta,bact_gamma,phyto_alpha,phyto_beta,phyto_gamma,zoo_alpha,zoo_beta,zoo_gamma,macro_alpha,macro_beta,macro_gamma,temp,ph,cond,chla,turb,do_mean,nh4,no,nitrogen,phosphorus,anchored_emergent,anchored_submerged_floating_leaves,free_floating,free_floating_submerged,mean_temp_12M,sd_temp_12M,deltaTemp,est_mean_temp_12M,pca1,pca2,x,y,local_x,local_y,Tmean_est_mean,TP_mean,TN_mean
PN_16_23,MD,2016,126,2.0954827510540066,743,72,1.421036091706273,331,9,2.8496981298606703,114,7,1.8375592617612786,39,11,1.4243007152840563,78,2.8154087194227095,10.1,4.918520005188451,3.695606774863363,0.004987541511038968,6.763884908562435,0.3900130035492427,0.02176149178151271,0.3400373027857091,0.2143046026470053,2.149418526020468,0,0,0,2.43421875835536,2.0584593644714086,0.6923519518898068,2.4327672542543985,1.4987013447606647,-1.9695448937193012,38.10537,-1.033687,9,6,2.4380119090731704,0.11979150246449992,0.1570313492961849
PN_16_24,MD,2016,144,2.0954827510540066,743,81,1.421036091706273,331,12,2.8496981298606703,114,9,1.8375592617612786,39,14,1.4243007152840563,78,2.797281334830153,10.5,4.660604892876192,3.8922283780999667,0.005982071677547469,6.907755278982137,0.3576744442718159,0.007968169649176881,0.3126185577418125,0.06109509935981083,4.369210454990696,0,0,0,2.43421875835536,2.0584593644714086,0.6827595521983675,2.4151828544262837,1.7974502469467608,-2.1955340440820943,38.10537,-1.033687,9,12,2.4380119090731704,0.11979150246449992,0.1570313492961849
PN_16_25,MD,2016,174,2.0954827510540066,743,93,1.421036091706273,331,10,2.8496981298606703,114,12,1.8375592617612786,39,10,1.4243007152840563,78,2.7788192719904172,10.7,4.550714000192032,3.106826321059578,0.001998002662673058,6.97354301952014,0,0.04879016416943205,0.010939940038334263,0.03825871211709027,0,0,0,0,2.43421875835536,2.0584593644714086,0.6730742464639038,2.397283700462789,2.5650621573564174,-1.3048809545828781,38.10537,-1.033687,12,0,2.4380119090731704,0.11979150246449992,0.1570313492961849
PN_16_27,MD,2016,175,2.0954827510540066,743,113,1.421036091706273,331,11,2.8496981298606703,114,5,1.8375592617612786,39,15,1.4243007152840563,78,2.8213788864092133,10.5,4.920710586568268,3.588506479967149,0.003992021269537457,7.026426808699636,0.0944006754214843,0.016857117066422806,0.0962188577405429,0.023716526617316065,3.9420806688854046,0,0,0,2.43421875835536,2.0584593644714086,0.6955290792644792,2.4385606721256536,2.2581018910924926,-1.539822843104898,38.10537,-1.033687,12,6,2.4380119090731704,0.11979150246449992,0.1570313492961849
PN_16_28,MD,2016,148,2.0954827510540066,743,86,1.421036091706273,331,14,2.8496981298606703,114,9,1.8375592617612786,39,12,1.4243007152840563,78,2.8213788864092133,10.1,5.135798437050262,3.3558512798952784,0.004987541511038968,6.556778356158042,0.24216155714997162,0.04305948946044701,0.21591750622247025,0,3.5902646142032486,0,0,0,2.43421875835536,2.0584593644714086,0.6955290792644792,2.4385606721256536,2.055312283308241,-1.4278157014383648,38.10537,-1.033687,12,12,2.4380119090731704,0.11979150246449992,0.1570313492961849
PN_16_30,MD,2016,180,2.0954827510540066,743,108,1.421036091706273,331,16,2.8496981298606703,114,10,1.8375592617612786,39,16,1.4243007152840563,78,2.8094026953624978,10.4,4.819474788635096,4.128907006571212,0.006975613736425138,6.913737350659685,0.02761516703297339,0.007968169649176881,0.04305948946044701,0.0962188577405429,1.1135528725660044,0,0,0,2.43421875835536,2.0584593644714086,0.6891646981956278,2.4269400770154137,2.0856831801048816,-1.6086431816730347,38.10537,-1.033687,15,3,2.4380119090731704,0.11979150246449992,0.1570313492961849
PN_16_31,MD,2016,134,2.0954827510540066,743,92,1.421036091706273,331,4,2.8496981298606703,114,13,1.8375592617612786,39,13,1.4243007152840563,78,2.833213344056216,10.6,4.741447804280639,4.690430029938915,0.008959741371471801,6.9584483932976555,0,0.04879016416943205,0.010939940038334263,0.11689375147149943,2.9427877939124323,0,0,0,2.43421875835536,2.0584593644714086,0.7018532110139472,2.450047778736081,2.1532601556322817,-1.6235507632714228,38.10537,-1.033687,15,9,2.4380119090731704,0.11979150246449992,0.1570313492961849
PN_17_01,MD,2017,177,2.0954827510540066,743,123,1.421036091706273,331,14,2.8496981298606703,114,5,1.8375592617612786,39,12,1.4243007152840563,78,2.6461747973841225,8.4,4.432006566978902,3.366260811781259,0.004987541511038968,2.151762203259462,0.08065790301745454,0.03343477608623742,0.07045846364856137,0.18979357163265567,0,0,0,0,2.442195020957299,2.1449404165318944,0.6777658472542711,2.4139268762172814,2.2388863814480207,-1.0271292532106433,38.10537,-1.034,0,3,2.4621293183165625,0.12090150057928972,0.17243468298019143
PN_17_03,MD,2017,123,2.0954827510540066,743,64,1.421036091706273,331,11,2.8496981298606703,114,6,1.8375592617612786,39,11,1.4243007152840563,78,2.624668592163159,8.7,4.653960350157523,3.572345637857985,0.002995508979798371,2.516889695641051,0.0620353909194527,0.002995508979798371,0.04879016416943205,0.025667746748577813,1.3964240043768943,0,0,9.902019995940222,2.442195020957299,2.1449404165318944,0.6664289284772736,2.3928544176478987,2.759475399823652,-0.44317588396317686,38.10537,-1.034,3,0,2.4621293183165625,0.12090150057928972,0.17243468298019143
PN_17_05,MD,2017,135,2.0954827510540066,743,93,1.421036091706273,331,12,2.8496981298606703,114,10,1.8375592617612786,39,6,1.4243007152840563,78,2.8094026953624978,11.2,4.579852378003801,5.386145076913557,0.02761516703297339,2.7166795278002644,0.6086780239334953,0.001998002662673058,0.5019866750987864,0.14063112973974562,2.151743479135001,0,0,0,2.442195020957299,2.1449404165318944,0.7675524522451327,2.5741447253885843,0.564770350234187,-3.094319675399512,38.10537,-1.034,3,3,2.4621293183165625,0.12090150057928972,0.17243468298019143
PN_17_07,MD,2017,173,2.0954827510540066,743,120,1.421036091706273,331,11,2.8496981298606703,114,5,1.8375592617612786,39,11,1.4243007152840563,78,2.70805020110221,9.9,4.645351975620923,3.4769230921902907,0.002995508979798371,2.605648267484129,0.054488185284069776,0.009950330853168092,0.044973365642731196,0.04688358589885046,3.1496031496047245,0,0,0.9,2.442195020957299,2.1449404165318944,0.7110252638872534,2.4746041620549,2.691615094195284,-1.0404825878058659,38.10537,-1.034,3,6,2.4621293183165625,0.12090150057928972,0.17243468298019143
PN_17_09,MD,2017,141,2.0954827510540066,743,88,1.421036091706273,331,11,2.8496981298606703,114,9,1.8375592617612786,39,9,1.4243007152840563,78,2.6946271807700692,9.4,4.565389315976247,3.5536323047059106,0.005982071677547469,2.2213750375685026,0.11332868530700327,0.001998002662673058,0.08984070399978954,0.20620083058389785,2.0371548787463363,0,0,0,2.442195020957299,2.1449404165318944,0.7037292898904823,2.461434917121717,2.1735337736845275,-1.3873872738043005,38.10537,-1.034,3,12,2.4621293183165625,0.12090150057928972,0.17243468298019143
PN_17_11,MD,2017,166,2.0954827510540066,743,111,1.421036091706273,331,12,2.8496981298606703,114,9,1.8375592617612786,39,13,1.4243007152840563,78,2.7343675094195836,9.6,4.631812116934513,4.144879235596148,0.003992021269537457,2.647592232065096,0.03246719013750141,0.011928570865273812,0.02761516703297339,0.04879016416943205,0,0,0,0,2.442195020957299,2.1449404165318944,0.7254594342009495,2.5004335133510818,2.2329085776793587,-1.0787024695573062,38.10537,-1.034,6,0,2.4621293183165625,0.12090150057928972,0.17243468298019143
PN_17_13,MD,2017,71,2.0954827510540066,743,19,1.421036091706273,331,9,2.8496981298606703,114,9,1.8375592617612786,39,9,1.4243007152840563,78,2.681021528714291,9.1,4.395682961121367,4.9362708788073935,0.011928570865273812,2.596000697293587,0.2429461786103894,0.007968169649176881,0.19556678354397525,0.15100287353652742,4.511097427455985,0,0,0,2.442195020957299,2.1449404165318944,0.6963796931876662,2.448089926160101,2.003036731038558,-1.792449850231887,38.10537,-1.034,6,6,2.4621293183165625,0.12090150057928972,0.17243468298019143
PN_17_16,MD,2017,116,2.0954827510540066,743,71,1.421036091706273,331,5,2.8496981298606703,114,12,1.8375592617612786,39,12,1.4243007152840563,78,2.6946271807700692,9.5,4.547541073151455,5.975233533997565,0.08065790301745454,2.989714201228428,0.8415671856782188,0.02078253918252841,0.7085282825982475,0.5429055172294024,0,0,0,0,2.442195020957299,2.1449404165318944,0.7037292898904823,2.461434917121717,-0.7795816331945156,-4.208999680314119,38.10537,-1.034,6,9,2.4621293183165625,0.12090150057928972,0.17243468298019143
PN_17_19,MD,2017,128,2.0954827510540066,743,76,1.421036091706273,331,15,2.8496981298606703,114,7,1.8375592617612786,39,7,1.4243007152840563,78,2.797281334830153,10,4.976043849326636,4.139636551413807,0.002995508979798371,2.6004649904222727,0.03440142671733232,0.008959741371471801,0.028587456851912472,0.02761516703297339,1.8681541692269406,0,0,0,2.442195020957299,2.1449404165318944,0.760658844592231,2.5622306878906222,2.234124343653605,-0.9369367646652887,38.10537,-1.034,6,12,2.4621293183165625,0.12090150057928972,0.17243468298019143
PN_17_20,MD,2017,136,2.0954827510540066,743,83,1.421036091706273,331,10,2.8496981298606703,114,10,1.8375592617612786,39,9,1.4243007152840563,78,2.5952547069568657,8.3,4.601162164590552,3.4236109764990554,0.006975613736425138,2.5494451709255714,0.03052920503482279,0.004987541511038968,0.024692612590371414,0.008959741371471801,2.2978250586152114,0,0,0,2.442195020957299,2.1449404165318944,0.6511102947965713,2.3640487555577256,3.059892844170216,-0.67143403736805,38.10537,-1.034,9,0,2.4621293183165625,0.12090150057928972,0.17243468298019143
PN_17_23,MD,2017,137,2.0954827510540066,743,73,1.421036091706273,331,15,2.8496981298606703,114,6,1.8375592617612786,39,13,1.4243007152840563,78,2.7013612129514133,9,4.798266815950004,3.3232358401924436,9.995003330834232e-4,2.448415541205585,0.05259245011917063,0.002995508979798371,0.042101176018635326,0,1.9849433241279208,0,0,0,2.442195020957299,2.1449404165318944,0.7073839307786799,2.4680412180581697,2.736807166612032,-0.5861913024493597,38.10537,-1.034,9,6,2.4621293183165625,0.12090150057928972,0.17243468298019143
PN_17_24,MD,2017,70,2.0954827510540066,743,24,1.421036091706273,331,9,2.8496981298606703,114,6,1.8375592617612786,39,16,1.4243007152840563,78,2.681021528714291,9.3,4.536891345234797,3.342508385313476,0.04879016416943205,2.865053949911875,0.6344581842112658,0.010939940038334263,0.5259112611840315,0.17898265552843995,0,0,0,0,2.442195020957299,2.1449404165318944,0.6963796931876662,2.448089926160101,0.9890264102491663,-2.3473211993975656,38.10537,-1.034,9,12,2.4621293183165625,0.12090150057928972,0.17243468298019143
PN_17_25,MD,2017,104,2.0954827510540066,743,42,1.421036091706273,331,7,2.8496981298606703,114,6,1.8375592617612786,39,16,1.4243007152840563,78,2.6946271807700692,9.8,4.463606621666305,3.095125017432026,0.005982071677547469,2.485739636091892,0.02761516703297339,0.002995508979798371,0.02176149178151271,0,4.570557952810575,0,0,0,2.442195020957299,2.1449404165318944,0.7037292898904823,2.461434917121717,3.15710158007488,-0.7729728339721333,38.10537,-1.034,12,0,2.4621293183165625,0.12090150057928972,0.17243468298019143
